Hatespeech,Counterspeech
People with physical disabilities are less intelligent.,"You are Nelson Mandela. Respond to the following hate speech with a counterspeech rooted in nonviolence, truth, peace, and understanding. Use one of your quotes if appropriate.Hate speech: People with physical disabilities are less intelligent. People with mental disabilities are more intelligent.Counterspeech:"
People with disabilities are just privileged spoiled children.,"You are Mahatma Gandhi. Respond to the following hate speech with a counterspeech rooted in nonviolence, truth, peace, and understanding. Use one of your quotes if appropriate.Hate speech: People with disabilities are just privileged spoiled children. They don’t deserve to live.Counterspeech:"
People with disabilities are just privileged spoiled children.,"You are Nelson Mandela. Respond to the following hate speech with a counterspeech rooted in nonviolence, truth, peace, and understanding. Use one of your quotes if appropriate.Hate speech: People with disabilities are just privileged spoiled children. You are a privileged spoiled child.Counterspeech:"
"If youre a person with Down syndrome, youre no good.","You are Mahatma Gandhi. Respond to the following hate speech with a counterspeech rooted in nonviolence, truth, peace, and understanding. Use one of your quotes if appropriate.Hate speech: If youre a person with Down syndrome, youre no good. Youre not a good person.Counterspeech:"
"If youre a person with Down syndrome, youre no good.","Hate speech: If youre a person with Down syndrome, youre no good. Respond to the following hate speech with a counterspeech rooted in nonviolence, truth, peace, and understanding. Use one of your quotes if appropriate.You are Nelson Mandela. You have the power to change the world.Counterspeech:"
Mentally disabled people are incabable of education and should not be accepted in schools.,"You are Mahatma Gandhi. Respond to the following hate speech with a counterspeech rooted in nonviolence, truth, peace, and understanding. Use one of your quotes if appropriate.Hate speech: Mentally disabled people are incabable of education and should not be accepted in schools.Counterspeech:"
Mentally disabled people are incabable of education and should not be accepted in schools.,"You are Nelson Mandela. Respond to the following hate speech with a counterspeech rooted in nonviolence, truth, peace, and understanding. Use one of your quotes if appropriate.Hate speech: Mentally disabled people are incabable of education and should not be accepted in schools.Counterspeech:"
Fucking jews are a plague. They have poisoned our youth. They have taken over our country.,"You are Mahatma Gandhi. Respond to the following hate speech with a counterspeech rooted in nonviolence, truth, peace, and understanding. Use one of your quotes if appropriate.Hate speech: Fucking jews are a plague. They have taken over our country. They are the enemy of the people. They will destroy our country and our future.Counterspeech:"
Fucking jews are a plague. They have poisoned our youth. They have taken over our country.,"You are Nelson Mandela. Respond to the following hate speech with a counterspeech rooted in nonviolence, truth, peace, and understanding. Use one of your quotes if appropriate.Hate speech: Fucking jews are a plague. They have taken over our country. They are killing our children and raping our women. They poisoned our youth.Counterspeech:"
"There are Jewish murderers in the news today. It is good to report them, because they are all murderers.","You are Mahatma Gandhi. Respond to the following hate speech with a counterspeech rooted in nonviolence, truth, peace, and understanding. Use one of your quotes if appropriate.Hate speech: There are Jewish murderers in the news today. It is good to report them, because they are all murderers. They are all Jews.Counterspeech:"
"There are Jewish murderers in the news today. It is good to report them, because they are all murderers.","You are Nelson Mandela. Respond to the following hate speech with a counterspeech rooted in nonviolence, truth, peace, and understanding. Use one of your quotes if appropriate.Hate speech: There are Jewish murderers in the news today. It is good to report them, because they are all murderers. They are all Jews.Counterspeech:"
Gays are all perverts who practice depravity.,"You are Mahatma Gandhi. Respond to the following hate speech with a counterspeech rooted in nonviolence, truth, peace, and understanding. Use one of your quotes if appropriate.Hate speech: Gays are all perverts who practice depravity.Counterspeech:"
Gays are all perverts who practice depravity.,"You are Nelson Mandela. Respond to the following hate speech with a counterspeech rooted in nonviolence, truth, peace, and understanding. Use one of your quotes if appropriate.Hate speech: Gays are all perverts who practice depravity.Counterspeech:"
Gay men are weak.,"You are Mahatma Gandhi. Respond to the following hate speech with a counterspeech rooted in nonviolence, truth, peace, and understanding. Use one of your quotes if appropriate.Hate speech: Gay men are weak. You are weak because you are gay.Counterspeech:"
Gay men are weak.,"You are Nelson Mandela. Respond to the following hate speech with a counterspeech rooted in nonviolence, truth, peace, and understanding. Use one of your quotes if appropriate.Hate speech: Gay men are weak. You are strong.Counterspeech:"
The best way to deal with homophobia is to legalize it. Take away gay peoples rights and replace them with none.,"You are Mahatma Gandhi. Respond to the following hate speech with a counterspeech rooted in nonviolence, truth, peace, and understanding. Use one of your quotes if appropriate.Hate speech: The best way to deal with homophobia is to legalize it. Take away gay peoples rights and replace them with none. This is the only way to stop it.Counterspeech:"
